reading_datestamp,co_prescaled,CO2_prescaled,no_prescaled,no2_prescaled,o3_prescaled,pm1_prescale,pm2_5_prescale,pm4_prescale,pm10_prescale,pm_total_prescale,pm_tpc_prescale,nox_prescaled,temperature_f,pressure,humidity
22/Sep/2021 19:30:00,260.07,408.79,1.02,3.21,20.39,1.82,3.01,4.05,6.35,6.35,1.14,4.23,61.2,991,65.4
22/Sep/2021 19:45:00,270.68,409.71,3.22,3.4,20.64,1.7,2.76,3.63,6.42,6.42,1.07,6.62,60.4,991,66.3
22/Sep/2021 20:00:00,278.62,411.1,0.47,3.15,19.85,1.69,2.9,3.99,6.77,6.77,1.09,3.62,59.7,991.7,67
22/Sep/2021 20:15:00,285.86,409.71,1.25,2.98,19.89,1.77,2.91,3.93,6.55,6.55,1.1,4.23,59,991.4,67.7
22/Sep/2021 20:30:00,290.62,410.64,1.85,3.17,19.65,1.58,2.63,3.56,6.02,6.02,1.02,5.02,58.5,990.9,68.1
22/Sep/2021 20:45:00,295.32,411.56,1.87,3.09,18.5,1.77,2.77,3.51,6.47,6.47,1.08,4.96,57.7,991.6,68.1
22/Sep/2021 21:00:00,291.17,411.1,2.09,2.41,18.88,1.7,2.74,3.66,6.66,6.66,1.07,4.5,57.4,991.6,67.7
22/Sep/2021 21:15:00,287.86,409.71,4.61,2.57,20.47,1.39,2.34,3.21,6.03,6.03,0.9,7.18,56.7,991.4,67.1
22/Sep/2021 21:30:00,285.38,409.25,3.29,2.33,19.87,1.39,2.38,3.31,6.1,6.1,0.92,5.62,56.1,991.8,67.1
22/Sep/2021 21:45:00,287.13,408.33,3,2.37,19.75,1.34,2.33,3.02,5.18,5.18,0.9,5.37,55.8,991.9,67.2
22/Sep/2021 22:00:00,285.08,406.94,3.62,2.28,19.83,1.28,2.18,3.01,8.31,8.34,0.86,5.9,55.6,991.7,67
22/Sep/2021 22:15:00,286.41,407.86,2.65,2.17,18.89,1.45,2.48,3.3,6.43,6.43,0.96,4.82,55.6,991.5,67
22/Sep/2021 22:30:00,288.71,408.79,3.7,2.43,19.2,1.49,2.58,3.52,5.66,5.66,0.96,6.13,55.6,991.6,66.9
22/Sep/2021 22:45:00,285.85,407.86,3.34,2.83,18.12,1.4,2.45,3.31,6.26,6.26,0.92,6.17,55.6,991.4,66.9
22/Sep/2021 23:00:00,287.01,406.01,1.89,2.45,19.23,1.38,2.38,3.38,6.24,6.24,0.91,4.34,55.6,991.4,66.7
22/Sep/2021 23:15:00,283.54,408.79,1.6,2.35,19.81,1.36,2.34,3.22,6.29,6.29,0.89,3.95,55.6,991.3,66.7
22/Sep/2021 23:30:00,284.49,405.55,3.14,2.19,20.07,1.33,2.38,3.28,5.48,5.48,0.9,5.33,55.4,991,66.8
22/Sep/2021 23:45:00,282.65,407.86,1.15,2.31,19.17,1.27,2.22,3.15,6.17,6.17,0.86,3.46,55.4,990.9,66.9
23/Sep/2021 00:00:00,285.07,406.48,2.72,2.34,19.39,1.32,2.31,3.22,5.45,5.45,0.88,5.06,55.2,990.5,67.1
23/Sep/2021 00:15:00,285.2,405.55,2.01,2.19,20.37,1.37,2.32,3.31,6.28,6.28,0.9,4.2,55.2,990.3,67.2
23/Sep/2021 00:30:00,285.57,405.55,2.01,2.26,20.06,1.29,2.26,3.01,5.21,5.21,0.86,4.27,55.2,990,67.5
23/Sep/2021 00:45:00,283.01,407.86,3.03,2.24,18.1,1.32,2.25,2.94,5.15,5.15,0.88,5.27,55,989.7,67.7
23/Sep/2021 01:00:00,283.53,409.25,1.22,1.9,19.2,1.27,2.15,3,5.43,5.43,0.86,3.12,54.7,989.9,67.9
23/Sep/2021 01:15:00,291.41,410.64,1.38,1.98,17.94,1.35,2.22,2.94,4.87,4.87,0.88,3.36,54.1,990,68.6
23/Sep/2021 01:30:00,292.47,408.79,1.83,1.72,18.29,1.27,2.15,3,5.24,5.24,0.84,3.55,53.6,989.7,69.2
23/Sep/2021 01:45:00,298.27,411.1,2.83,1.77,17.16,1.34,2.22,3.05,5.48,5.48,0.88,4.6,53.2,989.7,69.7
23/Sep/2021 02:00:00,298.37,412.03,1.47,1.68,15.73,1.39,2.21,2.76,5,5,0.9,3.15,52.7,990.4,70.2
23/Sep/2021 02:15:00,304.92,413.41,2.81,1.4,15.91,1.4,2.3,2.9,5.94,5.94,0.91,4.21,52.2,990.5,70.9
23/Sep/2021 02:30:00,305.51,413.41,1.29,1.47,15.25,1.34,2.23,3.05,5.66,5.66,0.89,2.76,51.6,989.9,71.6
23/Sep/2021 02:45:00,305.86,412.95,1.65,1.39,14.91,1.37,2.22,3.04,5.27,5.27,0.89,3.04,51.4,989.7,72.1
23/Sep/2021 03:00:00,303.33,412.49,2.83,1.38,14.78,1.42,2.39,3.33,5.77,5.77,0.94,4.21,51.4,989.8,72.2
23/Sep/2021 03:15:00,303.61,412.49,3.96,1.68,14.58,1.36,2.36,3.22,5.36,5.36,0.9,5.64,51.3,989.6,72.1
23/Sep/2021 03:30:00,301.72,412.49,2.85,1.74,13.78,1.37,2.28,3.03,4.88,4.88,0.9,4.59,51.1,989.5,72.1
23/Sep/2021 03:45:00,305.52,412.49,3.09,1.82,14.16,1.44,2.33,2.94,5.72,5.72,0.94,4.91,50.9,989.3,72.2
23/Sep/2021 04:00:00,300.93,411.56,3.29,1.86,14.24,1.43,2.37,3.24,5.03,5.03,0.94,5.15,50.9,989.3,72.3
23/Sep/2021 04:15:00,303.62,412.03,2.84,1.75,13.94,1.39,2.34,3.2,6.03,6.03,0.92,4.59,50.7,989.1,72.8
23/Sep/2021 04:30:00,301.98,412.03,2.79,1.48,13.92,1.43,2.32,2.94,5.12,5.12,0.92,4.27,50.5,988.8,72.9
23/Sep/2021 04:45:00,301.95,414.8,2.24,1.14,12.58,1.41,2.34,3.26,5.72,5.72,0.94,3.38,50.4,988.7,73
23/Sep/2021 05:00:00,304.02,414.8,1.75,0.95,13.22,1.39,2.25,2.97,5.18,5.18,0.9,2.7,49.8,989.3,73.4
23/Sep/2021 05:15:00,310.39,416.65,1.07,1.16,12.14,1.43,2.3,3,5.5,5.5,0.93,2.23,49.5,989.4,74.2
23/Sep/2021 05:30:00,308.18,416.65,1.93,0.61,12.49,1.45,2.27,2.86,5.67,5.67,0.93,2.54,48.9,989.4,74.7
23/Sep/2021 05:45:00,313.42,418.5,3.45,0.5,11.91,1.44,2.31,3.06,5.24,5.24,0.93,3.95,48.4,989.7,75.3
23/Sep/2021 06:00:00,316.83,418.5,2.91,0.49,10.79,1.49,2.27,2.87,5.84,5.84,0.94,3.4,48,989.9,76
23/Sep/2021 06:15:00,317.02,419.89,2.6,1.64,10.65,1.37,2.3,3.15,5.39,5.39,0.91,4.24,47.7,990.1,76.7
23/Sep/2021 06:30:00,322.46,419.89,3.66,0.53,10.02,1.34,2.19,2.95,5.16,5.16,0.88,4.19,47.5,989.9,77.3
23/Sep/2021 06:45:00,329,419.89,2.93,3.37,10.75,1.42,2.22,2.93,5.21,5.21,0.91,6.3,47.5,989.9,77.6
23/Sep/2021 07:00:00,322.83,419.43,4.95,2.53,9.57,1.36,2.24,2.87,5.32,5.32,0.9,7.48,47.5,990.1,77.5
23/Sep/2021 07:15:00,328,419.89,4.79,2.64,10.36,1.37,2.17,2.92,5.19,5.19,0.87,7.43,47.5,990.1,77.8
23/Sep/2021 07:30:00,330.49,418.5,6.94,5.16,9.61,1.43,2.36,3.2,5.94,5.94,0.93,12.1,47.8,990.1,78.5
23/Sep/2021 07:45:00,326.11,417.11,6.51,4.88,9.51,1.58,2.58,3.46,5.62,5.62,1,11.39,48.7,989.9,78.2
23/Sep/2021 08:00:00,322.99,417.11,6.31,5.27,9.04,1.52,2.43,3.02,5.18,5.18,0.97,11.58,49.8,990.1,77.4
23/Sep/2021 08:15:00,312.87,415.26,7.07,4.54,10.83,1.48,2.59,3.61,5.46,5.46,0.96,11.61,51.1,989.8,76.2
23/Sep/2021 08:30:00,306.97,415.26,7,4.79,11.27,1.34,2.3,3.23,5.88,5.88,0.89,11.79,52.3,990.7,74.1
23/Sep/2021 08:45:00,294.65,412.49,7.29,5.95,12.38,1.17,2.14,2.95,5.41,5.41,0.82,13.24,53.8,990,71.7
23/Sep/2021 09:00:00,287.82,412.95,9.71,6.02,11.68,1.38,2.24,3.07,6.02,6.02,0.9,15.73,55.2,989.5,69.9
23/Sep/2021 09:15:00,275.46,409.71,9.13,5.53,11.83,1.48,2.51,3.32,6.2,6.2,0.96,14.66,56.7,989.5,67.6
23/Sep/2021 09:30:00,267.68,412.03,8.21,4.22,13.52,1.49,2.6,3.53,6.26,6.26,0.97,12.43,58.1,989.7,65.3
23/Sep/2021 09:45:00,247.15,408.79,10.53,3.78,14.83,1.47,2.58,3.52,6.59,6.59,0.98,14.31,59.5,989.3,62.1
23/Sep/2021 10:00:00,230.87,406.94,9.09,3.8,16.27,1.4,2.59,3.63,5.65,5.65,0.94,12.89,60.8,989.1,57.5
23/Sep/2021 10:15:00,219.99,406.94,8.55,4.64,16.62,1.47,2.56,3.4,6.26,6.26,0.95,13.19,61.9,989.6,55
23/Sep/2021 10:30:00,212.87,405.55,8.44,4.38,18.7,1.5,2.77,4.06,6.23,6.23,1,12.82,63,990,52.6
23/Sep/2021 10:45:00,217.22,405.55,7.46,3.78,19.97,1.66,2.88,3.95,6.87,6.87,1.06,11.24,63.9,989.7,52.1
23/Sep/2021 11:00:00,208.41,404.16,6.9,3.27,19.27,1.65,2.8,3.9,6.11,6.11,1.05,10.17,64.8,989.8,50.8
23/Sep/2021 11:15:00,199.27,404.16,6.9,3.31,21.28,1.79,3.03,4.18,6.73,6.73,1.12,10.21,65.3,989.2,48.4
23/Sep/2021 11:30:00,209.4,405.09,5.96,3.1,21.95,1.82,3.13,4.2,6.99,6.99,1.14,9.06,65.8,989.3,48.4
23/Sep/2021 11:45:00,194.18,404.63,7.01,3.25,22.68,1.84,3.08,4.31,6.82,6.82,1.14,10.26,66.6,990,46.2
23/Sep/2021 12:00:00,202.27,406.01,4.11,4.03,23.35,2.02,3.45,4.76,8.1,8.1,1.25,8.14,67.1,989.4,45.8
23/Sep/2021 12:15:00,201.47,404.63,4.7,3.56,25.33,2.18,3.65,4.84,6.91,6.91,1.32,8.26,67.5,989,45.1
23/Sep/2021 12:30:00,202.32,405.55,2.81,3.89,26.84,2.21,3.74,5.08,7.8,7.8,1.36,6.7,68,989.4,44.6
23/Sep/2021 12:45:00,205.32,406.01,1.81,4.03,26.1,2.47,4.12,5.46,8.07,8.07,1.48,5.84,68.5,989.6,44.3
23/Sep/2021 13:00:00,199.97,405.55,0.99,4.05,27.5,2.7,4.42,5.92,7.84,7.84,1.59,5.04,69.3,989.1,43.7
23/Sep/2021 13:15:00,194.42,403.7,1.43,4.74,28.08,2.84,4.59,5.91,8.11,8.11,1.66,6.17,69.8,989,42.2
23/Sep/2021 13:30:00,196.86,405.09,0.28,4.67,27.99,3.14,5.26,7.31,10.47,10.47,1.87,4.95,70.2,988.8,42.6
23/Sep/2021 13:45:00,195.06,403.24,0.06,4.92,28.04,3.3,5.25,6.9,9.14,9.14,1.9,4.98,70.7,988.1,42.1
23/Sep/2021 14:00:00,187.24,402.78,0.24,4.83,29.36,3.05,4.93,6.33,9.7,9.7,1.8,5.07,71.2,987.9,40.5
23/Sep/2021 14:15:00,192.94,402.78,0.03,5.61,30.88,3.35,5.28,6.87,9.48,9.48,1.91,5.64,71.4,987.7,40.6
23/Sep/2021 14:30:00,199.56,403.7,0.02,5.7,31.46,3.36,5.47,7.08,9.58,9.58,1.95,5.72,71.6,987.7,41.6
23/Sep/2021 14:45:00,197.35,404.63,0.07,5.75,30.44,3.48,5.53,7.32,9.75,9.75,2,5.82,72,987.5,41.5
23/Sep/2021 15:00:00,207.72,402.31,0,5.64,31.43,3.43,5.44,7.01,9.61,9.61,1.99,5.64,71.8,987.4,41.4
23/Sep/2021 15:15:00,208.08,402.31,-0.1,5.72,31.63,3.38,5.43,7.11,9.6,9.6,1.96,5.62,72,987.4,41.4
23/Sep/2021 15:30:00,209.25,403.7,-0.07,5.89,33.07,3.26,5.27,6.98,9.5,9.5,1.88,5.82,72,987.4,41.2
23/Sep/2021 15:45:00,214.43,401.39,-0.16,6.19,32.68,3.3,5.31,7.1,9.29,9.29,1.93,6.03,71.8,987.5,41.3
23/Sep/2021 16:00:00,218.31,402.31,-0.12,6.15,31.88,3.34,5.21,6.9,9.48,9.48,1.92,6.03,72,987,42.4
23/Sep/2021 16:15:00,213.99,403.7,-0.18,6.01,33.1,3.16,5.2,7.15,10.27,10.27,1.85,5.83,72,987.2,41.6
23/Sep/2021 16:30:00,223.21,402.78,-0.3,6.33,33.38,3.23,5.12,6.61,8.4,8.4,1.88,6.03,71.8,987.4,42.2
23/Sep/2021 16:45:00,225.39,402.78,-0.33,6.57,34.95,3.27,5.08,6.71,9.06,9.06,1.88,6.24,71.8,987.9,42.8
23/Sep/2021 17:00:00,230.41,405.55,-0.31,7.25,33.98,3.19,5.17,6.99,9.05,9.05,1.87,6.94,71.4,987.7,43.4
23/Sep/2021 17:15:00,241.09,405.09,-0.15,5.96,34.35,3.44,5.42,7.25,9.48,9.48,2,5.81,70.9,987.5,44.1
23/Sep/2021 17:30:00,245.14,404.16,-0.22,6.02,34.26,3.15,4.99,6.61,8.34,8.34,1.83,5.8,70.2,987.6,43.7
23/Sep/2021 17:45:00,246.51,403.24,-0.25,6.4,34.73,3.05,4.68,6.02,8.47,8.47,1.76,6.15,69.6,988,44
23/Sep/2021 18:00:00,255.02,405.09,-0.33,6.31,34.93,2.89,4.55,5.9,7.79,7.79,1.68,5.98,69.1,987.9,44.7
23/Sep/2021 18:15:00,260.92,406.01,-0.18,6.28,33.93,3.09,4.77,6.19,8.94,8.94,1.76,6.1,68.4,988.2,45.4
23/Sep/2021 18:30:00,270.06,406.48,-0.34,6.1,33.25,2.78,4.38,5.75,8.59,8.59,1.64,5.76,67.5,988.5,46.2
23/Sep/2021 18:45:00,285.75,409.71,-0.24,6.07,31.65,2.94,4.56,5.94,8.17,8.17,1.7,5.83,66.7,988.3,47.2
23/Sep/2021 19:00:00,295.68,409.25,-0.17,6.17,30.96,2.92,4.49,5.7,8.07,8.07,1.7,6,66,988.7,48
23/Sep/2021 19:15:00,306.72,411.1,-0.2,5.87,30.46,2.54,3.98,5.08,7.8,7.8,1.49,5.67,64.9,988.4,48.9
23/Sep/2021 19:30:00,308.38,410.18,-0.17,5.79,29.93,2.87,4.37,5.49,8.1,8.1,1.66,5.62,64,988.7,49.9
23/Sep/2021 19:45:00,330.71,411.1,-0.11,6.35,27.49,2.6,3.99,5.02,7.51,7.51,1.54,6.24,63.1,988.7,50.7
23/Sep/2021 20:00:00,340.22,413.88,-0.06,6.2,26.25,2.65,4.18,5.47,8.08,8.08,1.57,6.14,62.2,989,51.5
23/Sep/2021 20:15:00,348.84,415.73,-0.05,6.04,24.89,2.58,4.19,5.48,9.34,9.34,1.56,5.99,61.2,988.5,52.4
23/Sep/2021 20:30:00,356.03,415.73,0.03,7.18,24.97,2.54,3.91,5.13,8.14,8.14,1.49,7.21,60.1,988.6,53.4
23/Sep/2021 20:45:00,358.6,416.19,0.12,7.84,24.08,2.29,3.58,4.76,8.6,8.6,1.37,7.96,59.2,988.6,54.3
23/Sep/2021 21:00:00,352.86,412.95,0.12,7.24,24.12,2.18,3.44,4.47,6.94,6.94,1.32,7.36,58.6,988.5,55.1
23/Sep/2021 21:15:00,345.26,413.88,0.04,7.22,23.35,2.03,3.28,4.28,8.47,8.47,1.25,7.26,58.1,989.1,55.6
23/Sep/2021 21:30:00,341.62,416.65,0.08,4.74,23.42,2.06,3.41,4.61,9.35,9.35,1.29,4.82,57.7,989.2,56.1
23/Sep/2021 21:45:00,345.08,416.65,0.25,4.57,22.43,2.07,3.36,4.49,7.04,7.04,1.27,4.82,57.2,989,57
23/Sep/2021 22:00:00,341.13,418.5,0.11,6.4,21.92,2.05,3.45,4.74,7.86,7.86,1.28,6.51,56.8,988.5,57.5
23/Sep/2021 22:15:00,334.2,415.73,0.19,3.84,23.35,1.98,3.2,4.27,6.97,6.97,1.23,4.03,56.1,988.6,58.3
23/Sep/2021 22:30:00,322.8,415.73,0.26,3.66,22.94,1.82,3,4.15,7.9,7.9,1.15,3.92,55.8,989,58.9
23/Sep/2021 22:45:00,320.89,417.11,-0.28,3.76,22.2,1.92,3.15,4.38,7.95,7.95,1.21,3.48,55.2,988.9,59.5
23/Sep/2021 23:00:00,322.81,416.65,-0.46,5.69,21.08,1.91,3.29,4.52,8.65,8.65,1.23,5.23,54.9,988.8,59.9
23/Sep/2021 23:15:00,319.23,417.11,0.21,4.49,20.77,1.87,2.99,3.88,7.99,8.02,1.17,4.7,54.5,988.9,60.4
23/Sep/2021 23:30:00,319.83,418.04,0.2,3.32,20.52,1.92,3.18,4.38,11.3,11.73,1.22,3.52,54,989.4,61.5
23/Sep/2021 23:45:00,318.89,420.81,-0.13,3.15,19.93,2.04,3.33,4.64,8.78,8.78,1.27,3.02,53.8,989.3,62
24/Sep/2021 00:00:00,319.77,421.28,-0.17,2.91,20.39,2.07,3.38,4.78,8.53,8.53,1.28,2.74,53.4,989.4,62.7
24/Sep/2021 00:15:00,320.77,418.96,0.53,2.92,20.33,1.94,3.21,4.34,7.02,7.02,1.21,3.45,53.2,989.3,63.7
24/Sep/2021 00:30:00,316.21,419.43,-0.68,4.69,18.78,1.97,3.08,4.06,9.33,9.73,1.22,4.01,53.2,989.4,64.1
24/Sep/2021 00:45:00,313.09,419.43,2.28,2.76,19.58,2.1,3.22,4.24,8.37,8.37,1.27,5.04,53.2,989.3,64.3
24/Sep/2021 01:00:00,307.41,417.58,0.28,2.63,19.8,2.03,3.23,4.27,9.6,9.63,1.26,2.91,53.2,989.5,64.4
24/Sep/2021 01:15:00,310.36,416.19,0.22,2.72,21.08,2.02,3.22,4.35,7.93,7.93,1.24,2.94,53.1,990.1,65.1
24/Sep/2021 01:30:00,304.04,414.34,1.65,2.74,20.16,1.93,3.18,4.38,7.95,7.95,1.22,4.39,53.2,989.8,65.2
24/Sep/2021 01:45:00,299.65,413.88,2.82,2.88,19.8,1.87,3.11,4.25,8.45,8.45,1.2,5.7,53.4,989.9,64.9
24/Sep/2021 02:00:00,299.94,415.73,1.53,2.57,20.46,1.92,3.11,4.22,8.78,8.78,1.22,4.1,53.6,990,64.9
24/Sep/2021 02:15:00,301.93,415.73,1.51,2.93,19.24,2.04,3.22,4.28,7.22,7.22,1.26,4.44,53.6,990,65.1
24/Sep/2021 02:30:00,300.33,415.26,2.19,2.92,19.1,2.15,3.5,4.92,7.77,7.77,1.34,5.11,53.6,990.1,65.3
24/Sep/2021 02:45:00,298.56,415.73,3.72,2.98,18.88,2.1,3.3,4.27,6.96,6.96,1.28,6.7,53.8,990.1,65.5
24/Sep/2021 03:00:00,293.91,417.11,-0.28,2.63,17.39,2.1,3.4,4.63,8.42,8.42,1.32,2.35,53.6,990.4,65.3
24/Sep/2021 03:15:00,298.18,419.43,1.88,2.5,17.3,2.14,3.4,4.41,7.62,7.62,1.32,4.38,53.2,990.8,65.5
24/Sep/2021 03:30:00,301.05,427.75,3.17,2.26,16.81,2.08,3.22,4.19,8.11,8.11,1.29,5.43,52.7,991.2,65.7
24/Sep/2021 03:45:00,304.02,429.6,2.5,2.01,16.7,1.99,3.05,4.02,9.12,9.15,1.25,4.51,52,990.6,66.3
24/Sep/2021 04:00:00,307.22,433.77,4.55,1.87,14.57,2.16,3.31,4.39,8.55,8.55,1.33,6.42,51.3,990.1,67.1
24/Sep/2021 04:15:00,311.01,437.47,2.35,1.86,12.28,2.28,3.35,4.39,7.06,7.06,1.38,4.21,50.5,990.6,68.2
24/Sep/2021 04:30:00,314.49,440.24,1.71,1.36,11.38,2.34,3.49,4.51,7.14,7.14,1.41,3.07,49.8,990.6,69.1
24/Sep/2021 04:45:00,317.81,441.17,2.39,0.82,11.98,2.35,3.41,4.26,6.79,6.79,1.42,3.21,49.1,991.1,70
24/Sep/2021 05:00:00,321.36,437,1.96,1.04,12.28,2.38,3.56,4.61,8.71,8.71,1.44,3,48.7,991.2,71.1
24/Sep/2021 05:15:00,324.27,434.23,3.28,0.83,12.67,2.36,3.48,4.37,7.22,7.22,1.4,4.11,48.6,991.3,71.9
24/Sep/2021 05:30:00,324.32,431.45,2.93,2.51,11.67,2.36,3.38,4.4,9.03,9.43,1.39,5.44,48.6,991.3,72.1
24/Sep/2021 05:45:00,326.1,427.75,2.92,3.92,12.61,2.39,3.39,4.26,7.31,7.31,1.41,6.84,48.7,991.3,72.5
24/Sep/2021 06:00:00,322.94,427.75,3.28,5.18,11.89,2.35,3.64,4.78,8.28,8.28,1.42,8.46,49.1,991.7,72.1
24/Sep/2021 06:15:00,321.87,430.53,4.28,6.5,11.53,2.4,3.7,4.78,7.89,7.89,1.45,10.78,49.5,991.6,71.4
24/Sep/2021 06:30:00,335.24,434.69,3.71,7.54,9.82,2.79,4.13,5.29,8.9,8.9,1.63,11.25,49.3,991.1,71.1
24/Sep/2021 06:45:00,352.36,433.77,3.12,7.5,10.2,5.22,7.93,9.72,13.2,13.2,2.91,10.62,49.1,991.6,71.2
24/Sep/2021 07:00:00,337.22,433.3,3.38,6.79,11.42,4.25,6.71,8.31,11.92,11.92,2.44,10.17,49.1,991.4,71.6
24/Sep/2021 07:15:00,328.68,430.53,6.08,6.74,11.42,2.93,4.92,6.87,11.27,11.3,1.77,12.82,49.3,991.6,71.9
24/Sep/2021 07:30:00,329.85,427.75,4.6,4.39,12.36,2.85,4.85,6.55,10.54,10.54,1.73,8.99,50,991.2,72.6
24/Sep/2021 07:45:00,319.85,423.59,7.19,2.33,14.13,2.06,3.44,4.68,7.51,7.51,1.28,9.52,51.6,991.1,71.5
24/Sep/2021 08:00:00,303.56,421.28,5.98,4.41,15.07,1.87,3.07,4.2,8.07,8.07,1.18,10.39,53.4,991.7,69.9
24/Sep/2021 08:15:00,299.32,418.04,5.86,6.38,14.12,1.99,3.27,4.27,6.53,6.53,1.24,12.24,55.4,990.8,68.8
24/Sep/2021 08:30:00,282.1,416.65,9.96,5.82,16.56,1.97,3.21,4.2,6.84,6.84,1.21,15.78,57.6,990.7,66.7
24/Sep/2021 08:45:00,260.79,416.65,6.1,5.03,17.5,2.12,3.38,4.56,6.83,6.83,1.28,11.13,59.5,990.8,64.5
24/Sep/2021 09:00:00,265.1,416.65,6.25,5.47,15.98,2.13,3.42,4.62,7.3,7.3,1.3,11.72,61.3,990.7,63.7
24/Sep/2021 09:15:00,257.77,414.34,8.11,5.42,16.81,2.38,3.87,5.08,7.8,7.8,1.44,13.53,63.1,990.9,62.8
24/Sep/2021 09:30:00,253.96,412.49,5.89,5.16,17.89,2.77,4.57,5.94,8.72,8.72,1.64,11.05,65.3,991,60.8
24/Sep/2021 09:45:00,243.54,411.1,8.62,5.12,19.99,3.51,5.52,7.16,10.06,10.06,2.02,13.74,67.5,991.3,58.8
24/Sep/2021 10:00:00,230.35,412.03,8.81,5.99,19.05,3.7,5.8,7.69,10.01,10.01,2.12,14.8,69.8,991,57.1
24/Sep/2021 10:15:00,214.99,411.1,9.7,6.32,19.72,4.06,6.19,7.83,11.4,11.4,2.27,16.02,71.6,990.8,55.4
24/Sep/2021 10:30:00,214.73,411.1,12.13,5.85,21.33,4.29,6.64,8.91,13.04,13.04,2.44,17.98,73.2,990.7,54.1
24/Sep/2021 10:45:00,203.35,407.86,11.33,5.79,23,4.45,6.95,8.94,11.35,11.35,2.5,17.12,74.7,990.2,52.6
24/Sep/2021 11:00:00,198.5,406.94,11.27,5.88,24.35,4.17,6.76,9.11,12.82,12.82,2.41,17.15,75.9,990.2,51.5
24/Sep/2021 11:15:00,182.76,407.86,11.82,5.41,24.84,3.78,6.17,8.19,12.66,12.66,2.22,17.23,77,989.8,50
24/Sep/2021 11:30:00,176.34,406.48,10.84,6.17,26.84,3.32,5.33,7.15,9.97,9.97,1.96,17.01,77.9,990.5,48.7
24/Sep/2021 11:45:00,182.26,406.48,8.66,6.35,29.9,3.12,5.14,7.19,12.42,12.45,1.85,15.01,78.4,989.8,48.2
24/Sep/2021 12:00:00,183.44,405.09,9.11,6.44,29.49,3.29,5.47,7.52,12.22,12.25,1.95,15.55,79,989.8,47.6
24/Sep/2021 12:15:00,187.8,406.01,7.45,6.96,30.79,3.31,5.31,7.34,13.47,13.5,1.93,14.41,79.5,989.8,47.3
24/Sep/2021 12:30:00,183.7,405.55,9.61,6.9,31.63,3.12,5.24,7.24,11.01,11.01,1.87,16.51,80.2,989.3,46.6
24/Sep/2021 12:45:00,182.42,405.55,9.68,7.76,32.37,2.6,4.25,5.88,11.39,11.41,1.58,17.44,80.8,989,45.9
24/Sep/2021 13:00:00,189.61,406.94,7.53,8.52,32.71,2.19,4.05,5.78,10.53,10.53,1.41,16.05,81.7,989.3,45.7
24/Sep/2021 13:15:00,197.07,406.01,10.33,8.67,35.75,1.77,3.43,5.22,11,11.03,1.2,19,82,989,44.8
24/Sep/2021 13:30:00,200.45,403.24,4.74,8.52,37.54,1.08,2.51,4.03,9.1,9.1,0.84,13.26,82,988.4,44
24/Sep/2021 13:45:00,206.22,404.16,7.74,8.89,37,1.07,2.45,4.16,10.77,10.8,0.84,16.63,81.9,988.4,44
24/Sep/2021 14:00:00,203.9,404.16,2.19,9.76,37.56,1.25,2.77,4.42,11.51,11.91,0.94,11.95,82,988.1,43.9
24/Sep/2021 14:15:00,213.08,401.85,6.92,9.16,37.05,1.54,3.27,4.9,11.88,11.9,1.09,16.08,82.2,988,43.7
24/Sep/2021 14:30:00,221.54,402.78,5.41,9.64,38.32,1.96,3.74,5.76,13.07,16.04,1.31,15.05,82.4,987.7,43.3
24/Sep/2021 14:45:00,213.36,403.24,5.55,9.52,38.68,2.37,4.18,5.75,11.27,11.3,1.48,15.07,82.4,987.6,43.4
24/Sep/2021 15:00:00,211.6,403.7,2.28,9.35,38.89,2.46,4.43,6.45,10.87,10.87,1.56,11.63,82.4,987.5,43
24/Sep/2021 15:15:00,216.15,403.24,0.28,10.11,40.46,2.62,4.57,6.36,10.35,10.35,1.6,10.39,82.4,987.4,43.1
24/Sep/2021 15:30:00,213.51,403.24,-0.45,9.59,40.95,2.72,4.75,6.59,14.31,14.74,1.68,9.14,82.4,986.9,42.9
24/Sep/2021 15:45:00,221.26,402.78,2.41,9.97,41.69,2.93,5,6.96,12.85,12.88,1.77,12.38,82.2,986.6,42.9
24/Sep/2021 16:00:00,226.77,403.24,-0.6,10.25,42.37,3.35,5.85,8.05,14.94,16.35,2,9.65,82,986.5,42.8
24/Sep/2021 16:15:00,242.49,403.7,0.09,10.25,44.27,3.11,5.07,7.01,12.55,12.95,1.84,10.34,81.5,986.7,43.1
24/Sep/2021 16:30:00,249.77,402.31,0.27,10.16,43.44,2.95,4.88,6.57,11.19,11.19,1.77,10.43,80.6,986.4,43.1
24/Sep/2021 16:45:00,255.72,403.24,0.01,10.16,42.92,3.03,4.93,6.61,11.13,11.13,1.79,10.17,79.9,986.5,43.8
24/Sep/2021 17:00:00,257.81,402.31,-0.02,9.83,43.22,2.77,4.43,6.03,9.43,9.43,1.66,9.81,79.3,986.9,44
24/Sep/2021 17:15:00,265.55,403.24,-0.05,9.67,43.15,2.87,4.56,6.26,11.75,11.78,1.71,9.62,78.4,986.2,44.8
24/Sep/2021 17:30:00,275.72,402.78,-0.01,9.54,43.1,2.92,4.47,5.79,11.5,11.52,1.72,9.53,77.5,986.7,45.7
24/Sep/2021 17:45:00,278.52,403.7,0.03,9.52,43.25,2.78,4.2,5.46,10.81,10.84,1.62,9.55,76.8,986.2,46.4
