reading_datestamp,co_prescaled,CO2_prescaled,no_prescaled,no2_prescaled,o3_prescaled,pm1_prescale,pm2_5_prescale,pm4_prescale,pm10_prescale,pm_total_prescale,pm_tpc_prescale,nox_prescaled,temperature_f,pressure,humidity
02/Sep/2021 09:45:00,250.38,420.35,15.87,6.86,14.86,5.38,6.94,8,10.23,10.23,2.91,13.14,75.9,992.6,63.6
02/Sep/2021 10:00:00,255.19,418.04,15.78,7.1,16.61,5.26,6.89,7.97,9.76,9.76,2.82,12.58,77,992.5,62.5
02/Sep/2021 10:15:00,254.69,413.88,15.9,7.3,18.42,5.35,6.98,8.12,11.68,11.7,2.88,14.58,77.7,993,61.5
02/Sep/2021 10:30:00,265.17,412.49,15.54,7.48,20.59,5.2,6.77,7.84,9.82,9.82,2.78,12.6,78.4,992.3,61
02/Sep/2021 10:45:00,256.95,408.79,17.1,6.56,23.36,5.4,6.97,8.12,10.32,10.32,2.92,13.24,79.2,992.9,59.8
02/Sep/2021 11:00:00,252.48,408.33,19.93,6.77,24.49,5.85,7.89,9.32,11.27,11.27,3.15,14.42,79.9,993.2,58.5
02/Sep/2021 11:15:00,252.02,407.4,14.53,6.83,26.32,6.01,8.04,9.46,11.37,11.37,3.21,14.58,80.4,992.8,57.6
02/Sep/2021 11:30:00,252.93,405.55,17.07,7.21,25.98,5.94,7.69,8.7,11.05,11.05,3.17,14.22,81.1,992.8,56.7
02/Sep/2021 11:45:00,240.38,404.63,17.95,6.83,25.95,5.85,7.59,8.67,10.19,10.19,3.13,13.32,82,992.7,55.5
02/Sep/2021 12:00:00,229.69,403.7,22.57,6.92,27.44,5.98,7.88,9.26,11.48,11.48,3.19,14.67,82.9,992.2,53.9
02/Sep/2021 12:15:00,246.77,404.16,23.82,7.59,27.06,5.77,7.78,9.26,11.49,11.49,3.1,14.59,83.5,992.6,53.3
02/Sep/2021 12:30:00,219.43,404.63,27.46,6.74,28.93,6.12,8.07,9.47,11.38,11.38,3.26,14.64,84.4,992.9,51.7
02/Sep/2021 12:45:00,230.76,404.16,26.89,7.01,28.18,5.96,8.01,9.48,10.99,10.99,3.2,14.19,84.9,992.6,50.9
02/Sep/2021 13:00:00,216.36,403.24,29.28,7.11,29.96,6.13,8.24,9.79,12.25,12.25,3.29,15.54,86,993.1,49.8
02/Sep/2021 13:15:00,224.37,402.31,24.02,7.84,31.78,6.01,7.97,9.12,11.35,11.35,3.24,14.59,85.8,993.1,49.4
02/Sep/2021 13:30:00,243.22,401.39,16.17,8.16,33.84,5.92,7.94,9.21,10.77,10.77,3.17,13.94,84.9,992.6,49.4
02/Sep/2021 13:45:00,251.85,402.31,15.99,8.65,34.28,5.79,7.88,9.37,11.22,11.22,3.13,14.35,84.7,992.5,49.6
02/Sep/2021 14:00:00,247.22,402.31,18.13,8,35.76,5.89,7.83,9.17,10.52,10.52,3.14,13.66,85.5,992.7,48.9
02/Sep/2021 14:15:00,235.84,401.85,20.37,8.21,34.98,5.98,7.93,9.46,11.29,11.29,3.19,14.48,86.4,992.5,48.2
02/Sep/2021 14:30:00,234.17,401.39,19.27,8.28,37.4,5.87,7.98,9.64,10.52,10.52,3.14,13.66,86.5,991.4,47.1
02/Sep/2021 14:45:00,242.13,399.54,14.17,8.57,38.4,5.68,7.64,8.64,9.76,9.76,3.03,12.79,86,991.6,46.7
02/Sep/2021 15:00:00,258.78,400.93,9.69,9.57,37.56,5.18,7.06,8.42,10.23,10.23,2.8,13.03,84.6,991.9,46.9
02/Sep/2021 15:15:00,264.1,401.39,5.76,9.71,34.86,5.38,7.35,8.87,10.95,10.95,2.89,13.84,83.5,992,47.6
02/Sep/2021 15:30:00,269.81,400,0.4,9.21,36.07,5.37,7.09,8.28,9.71,9.71,2.88,12.59,83.1,992,47.7
02/Sep/2021 15:45:00,268.71,400,2.51,10.46,32.98,5.33,7.25,8.53,10.45,10.45,2.86,13.31,82.9,991.7,48.1
02/Sep/2021 16:00:00,277.59,399.54,3.7,10.17,34.1,5.52,7.45,8.88,9.96,9.96,2.96,12.92,83.1,992,48.5
02/Sep/2021 16:15:00,270.03,399.54,2.9,9.63,34.08,5.45,7.22,8.5,9.99,9.99,2.92,12.91,83.5,992.1,48.1
02/Sep/2021 16:30:00,260.86,400,8.57,8.99,34.31,5.48,7.29,8.74,10.47,10.47,2.97,13.44,84,991.6,47.7
02/Sep/2021 16:45:00,264.39,400.93,7.37,10.19,34.59,5.58,7.68,9.3,12.16,12.16,3.02,15.18,84.2,991.3,47.1
02/Sep/2021 17:00:00,263.68,398.61,6.31,10.08,36.22,5.6,7.74,9.36,10.97,10.97,3.04,14.01,83.8,991.3,46.7
02/Sep/2021 17:15:00,275.51,398.15,1.4,9.64,36.8,5.63,7.69,9.2,11.19,11.19,3.04,14.23,83.1,991.6,46.8
02/Sep/2021 17:30:00,277.2,400.46,1.29,10.18,35.9,5.34,7.35,8.73,11.1,11.1,2.93,14.03,82.4,991.3,47.1
02/Sep/2021 17:45:00,275.18,400.46,-0.06,10.05,36.59,5.17,7.13,8.65,10.16,10.16,2.81,12.97,81.5,991.1,47
02/Sep/2021 18:00:00,287.53,399.54,0.07,10.52,36.02,4.94,6.73,8.06,10.62,10.62,2.7,13.32,80.6,991.7,47.8
02/Sep/2021 18:15:00,293.29,401.39,0.02,9.57,35.32,4.91,6.73,8.17,11.39,11.39,2.68,14.07,79.7,991.2,48.3
02/Sep/2021 18:30:00,293.46,400,0,10.07,34.49,5,6.87,8.29,10.88,10.88,2.74,13.62,78.8,992,48.8
02/Sep/2021 18:45:00,301.8,400.93,0,9.41,35.25,4.93,6.73,7.81,10.06,10.06,2.68,12.74,77.9,991.3,49.8
02/Sep/2021 19:00:00,302.83,400.46,-0.02,9.27,34.45,4.99,6.77,7.89,9.82,9.82,2.69,12.51,77.2,991.5,50.2
02/Sep/2021 19:15:00,311.35,400.93,-0.02,9.18,33.29,5.1,6.76,7.9,10.23,10.23,2.72,12.95,76.1,991.2,51
02/Sep/2021 19:30:00,325.44,403.7,-0.06,8.88,33.25,4.68,6.52,7.92,9.84,9.84,2.58,12.42,74.8,991.5,51.7
02/Sep/2021 19:45:00,320.52,402.78,0.1,8.61,31.9,4.53,6.31,7.71,10.15,10.15,2.48,12.63,73.8,991.5,51.7
02/Sep/2021 20:00:00,312.02,404.63,0.16,7.9,31.38,4.52,6.33,7.62,9.96,9.96,2.5,12.46,72.7,992,51.4
02/Sep/2021 20:15:00,306.91,403.24,0.09,7.5,32.49,4.5,6.34,7.86,9.58,9.58,2.47,12.05,71.8,992,51.2
02/Sep/2021 20:30:00,299.83,404.16,0.2,7.6,31.95,4.21,6.07,7.4,9.81,9.81,2.34,12.15,71.2,992,51.1
02/Sep/2021 20:45:00,295.6,403.7,0.11,7.22,32.15,4.06,5.92,7.29,9.51,9.51,2.27,11.78,70.5,992,51.1
02/Sep/2021 21:00:00,295.56,405.09,0.17,7.03,31.6,4.26,6.19,7.61,10.96,10.96,2.38,13.34,70,992,51.2
02/Sep/2021 21:15:00,295.27,405.09,0.14,6.83,32.01,3.91,5.63,6.8,9.04,9.04,2.18,11.22,69.6,991.7,51.3
02/Sep/2021 21:30:00,293.41,406.01,0.21,6.58,30.52,3.98,5.75,7.2,9.35,9.35,2.22,11.57,69.1,991.8,51.6
02/Sep/2021 21:45:00,298.61,406.48,-0.69,6.19,30.92,3.85,5.57,6.68,9.6,9.6,2.17,11.77,68.5,992.3,51.8
02/Sep/2021 22:00:00,304.8,407.4,0.1,6.92,30.3,3.93,5.71,7.17,8.74,8.74,2.19,10.93,68.2,992.3,52.3
02/Sep/2021 22:15:00,304.63,406.94,0.19,6.73,28.97,3.89,5.59,7.03,9.58,9.58,2.18,11.76,67.6,991.9,53
02/Sep/2021 22:30:00,310.25,409.71,0.21,6.53,30.29,3.95,5.68,6.86,9.08,9.08,2.21,11.29,67.3,991.7,53.9
02/Sep/2021 22:45:00,312.59,410.18,0.25,6.85,28.16,4.23,6.04,7.61,11.34,11.34,2.36,13.7,67.1,991.6,54.9
02/Sep/2021 23:00:00,318.54,412.03,-0.04,7.16,27.8,4.44,6.33,7.67,10.06,10.06,2.45,12.51,66.7,991.7,55.9
02/Sep/2021 23:15:00,320.28,412.95,0.17,6.5,28.93,4.47,6.26,7.48,9.83,9.83,2.47,12.3,66.6,991.7,56.9
02/Sep/2021 23:30:00,324.49,411.1,0.14,6.66,27.6,4.4,6.27,7.71,9.72,9.72,2.44,12.16,66.2,991.7,58
02/Sep/2021 23:45:00,318.84,414.34,0.23,6.11,27.38,4.25,5.91,7.14,9.62,9.62,2.35,11.97,66,992.2,58.8
03/Sep/2021 00:00:00,318.6,413.88,0.18,6.53,25.55,4.44,6.15,7.22,9.74,9.74,2.44,12.18,65.7,991.9,59.4
03/Sep/2021 00:15:00,318.88,415.26,0.27,6.48,25.03,4.39,5.99,7.09,9.24,9.24,2.42,11.66,65.3,991.7,60.3
03/Sep/2021 00:30:00,318.38,416.65,0.52,6.16,25.3,4.26,5.74,6.96,9.28,9.28,2.34,11.62,65.3,991.4,60.8
03/Sep/2021 00:45:00,311.76,418.04,1.2,6.22,25.02,4.22,5.79,6.94,9.51,9.51,2.32,11.83,65.3,991.5,61.1
03/Sep/2021 01:00:00,307.72,416.65,1,6.18,24.54,4.24,5.86,6.99,9.23,9.23,2.33,11.56,65.5,991.7,61.1
03/Sep/2021 01:15:00,302.37,418.5,0.19,6.43,22.79,4.22,5.82,7.11,9.6,9.6,2.33,11.93,65.5,991.8,61.3
03/Sep/2021 01:30:00,300.39,420.35,0.88,5.77,23.92,4.21,5.8,6.77,9.01,9.01,2.32,11.33,65.3,991.5,61.6
03/Sep/2021 01:45:00,298.47,421.28,0.85,5.86,22.18,4.28,5.97,7.15,9.29,9.29,2.36,11.65,64.9,991.6,61.9
03/Sep/2021 02:00:00,295.16,422.2,2.91,5.48,21,4.33,5.85,6.94,8.76,8.76,2.38,11.14,64.8,991.9,62.2
03/Sep/2021 02:15:00,300.17,422.2,1.62,5.43,20.71,4.32,5.76,6.76,9.1,9.1,2.37,11.47,64.2,992.2,62.9
03/Sep/2021 02:30:00,303.88,422.2,2.07,5.16,21.51,4.3,5.78,6.87,8.25,8.25,2.34,10.59,63.7,991.8,63.8
03/Sep/2021 02:45:00,304.01,421.74,3.7,4.92,20.82,4.29,5.77,6.86,9.08,9.08,2.35,11.43,63.5,991.6,64.4
03/Sep/2021 03:00:00,302.52,420.81,3.69,4.82,20.77,4.28,5.86,6.95,9.21,9.21,2.35,11.56,63.3,991.7,64.7
03/Sep/2021 03:15:00,305.54,419.89,3.83,4.85,20.79,4.39,5.89,7.01,9.66,9.66,2.41,12.07,63.1,991.4,65.3
03/Sep/2021 03:30:00,307.02,418.96,3.42,4.88,20.94,4.45,5.95,6.83,8.88,8.88,2.4,11.28,63.1,991.3,65.7
03/Sep/2021 03:45:00,303.35,415.73,4.02,4.83,20.41,4.49,6.02,7.22,9.37,9.37,2.46,11.83,63.1,991.4,65.6
03/Sep/2021 04:00:00,297.34,417.11,5.01,5.11,19.22,4.51,6.07,7.06,10.61,10.63,2.46,13.09,63.3,991.4,65.2
03/Sep/2021 04:15:00,303.35,417.11,4.01,5.34,19.92,4.65,6.2,7.37,9.45,9.45,2.52,11.97,63.3,991.3,65.4
03/Sep/2021 04:30:00,300.82,418.96,2.12,5.23,19.62,4.76,6.2,7.11,8.66,8.66,2.56,11.22,63.1,991.2,65.6
03/Sep/2021 04:45:00,300.26,420.35,3.38,4.99,19.17,4.53,5.93,6.85,9.55,9.55,2.44,11.99,62.8,991,65.9
03/Sep/2021 05:00:00,302.73,423.59,5.24,4.64,19.14,4.47,6.08,7.15,9.04,9.04,2.45,11.49,62.4,990.8,66.2
03/Sep/2021 05:15:00,303.68,424.51,3.98,4.31,18.75,4.45,5.99,7.01,8.89,8.89,2.44,11.33,62.1,991.6,66.7
03/Sep/2021 05:30:00,305.18,422.66,4.94,4,19.5,4.43,6.14,7.42,9.79,9.79,2.46,12.25,61.7,991.8,67
03/Sep/2021 05:45:00,301.9,423.59,3.73,4.09,18.86,4.49,5.97,6.92,8.79,8.79,2.44,11.23,61.3,991.6,67.1
03/Sep/2021 06:00:00,306.45,424.05,4.81,4.21,18.55,4.53,6.16,7.28,9.69,9.69,2.49,12.18,61.2,991.7,67.6
03/Sep/2021 06:15:00,305.1,423.13,4.63,4.14,18.2,4.46,6.06,7.22,9.34,9.34,2.44,11.78,61.2,991.4,68
03/Sep/2021 06:30:00,304.5,425.44,4.29,4.36,18.79,4.54,6.22,7.38,10.7,10.7,2.49,13.19,61.2,991.4,68.2
03/Sep/2021 06:45:00,307.74,423.59,6.04,4.48,18.39,4.73,6.41,7.8,9.78,9.78,2.57,12.35,61.3,991.8,68.3
03/Sep/2021 07:00:00,310.22,424.98,6.68,4.79,18.69,4.78,6.35,7.94,9.69,9.69,2.58,12.27,61.9,991.9,68.1
03/Sep/2021 07:15:00,312.47,424.05,5.13,4.89,18.19,4.7,6.28,7.26,8.35,8.35,2.56,10.91,62.1,991.7,68.1
03/Sep/2021 07:30:00,308.73,424.98,6.82,4.83,18.23,4.6,6.23,7.41,8.91,8.91,2.54,11.45,62.4,991.1,68
03/Sep/2021 07:45:00,307.11,426.37,4.8,5.22,17.63,4.8,6.43,7.47,8.68,8.68,2.6,11.28,63,991.4,67.8
03/Sep/2021 08:00:00,307.74,426.37,8.5,5.42,17.92,4.85,6.64,7.71,9.15,9.15,2.63,11.78,63.5,991.7,67.9
03/Sep/2021 08:15:00,309.25,424.05,4.61,5.62,17.08,4.91,6.52,7.76,11.14,11.17,2.64,13.81,64.6,992,68.4
03/Sep/2021 08:30:00,295.31,422.2,5.6,5.49,18.15,4.98,6.7,7.93,10.16,10.16,2.72,12.88,66,992.4,67.1
03/Sep/2021 08:45:00,298.07,421.74,6.4,5.82,17.72,4.92,6.61,7.69,9.98,9.98,2.67,12.65,67.5,992.5,66.9
03/Sep/2021 09:00:00,293.01,420.35,7.39,6.87,16.03,4.93,6.85,8.41,11.82,11.82,2.7,14.52,69.3,992.6,66.2
03/Sep/2021 09:15:00,279.49,420.35,9.65,7.24,17.41,5.08,6.92,8.23,10.46,10.46,2.76,13.22,71.1,992.6,64.3
03/Sep/2021 09:30:00,291.29,414.8,8.42,7.16,18.51,5.6,7.7,9.21,14.38,14.4,3.02,17.42,71.8,992.6,63.5
03/Sep/2021 09:45:00,283.95,411.56,8.22,6.93,19.66,5.52,7.29,8.45,11.82,11.82,2.97,14.79,72.3,993,63.6
03/Sep/2021 10:00:00,284.22,413.88,8.11,7.21,19.73,5.68,7.82,9.65,13.27,13.27,3.08,16.35,72.9,993.1,62.9
03/Sep/2021 10:15:00,299.39,413.41,9.34,7.07,19.9,5.75,7.98,9.64,13.14,13.14,3.14,16.28,73.6,992.5,63.3
03/Sep/2021 10:30:00,278.38,412.03,11.31,6.88,21.21,5.6,7.75,9.35,11.64,11.64,3.03,14.67,75.2,992.5,61.7
03/Sep/2021 10:45:00,275.78,410.18,9.72,7.38,22.55,5.97,7.92,9.27,10.84,10.84,3.21,14.05,76.3,991.8,60.5
03/Sep/2021 11:00:00,272.19,410.18,13.08,7.31,23.39,5.52,7.28,8.49,10.04,10.04,2.96,13,77,992.5,59.9
03/Sep/2021 11:15:00,265.92,406.01,12.12,7.94,24.74,5.43,7.19,8.44,10.9,10.9,2.92,13.82,77.5,992.8,59
03/Sep/2021 11:30:00,268.25,406.94,11.55,8.04,25.16,5.54,7.57,9.06,11.98,11.98,3,14.98,77.7,992.5,59.1
03/Sep/2021 11:45:00,277.18,405.09,9.81,7.86,27.54,5.74,7.8,9.19,12.38,12.38,3.12,15.5,77.5,992.2,59.2
03/Sep/2021 12:00:00,282.83,404.16,10.84,7.81,28.24,5.72,7.69,9.11,13.56,13.96,3.09,17.05,77.5,992.2,59.1
03/Sep/2021 12:15:00,283.3,401.85,10.47,7.37,29.88,5.63,7.61,9.1,10.77,10.77,3.05,13.82,77.5,992,58.8
03/Sep/2021 12:30:00,281.09,401.85,10.85,7.37,30.85,5.57,7.42,8.6,10.09,10.09,2.98,13.07,77.5,991.9,58.4
03/Sep/2021 12:45:00,280.29,400.93,6.18,8.39,30.23,5.62,7.62,9.05,11.93,11.93,3.05,14.98,77.7,991.6,58.6
03/Sep/2021 13:00:00,271.56,402.31,11.38,7.05,31.59,5.1,6.96,8.32,11.76,11.76,2.8,14.56,78.3,991.8,57.3
03/Sep/2021 13:15:00,264.57,401.39,13.39,7.58,33.01,5.11,6.72,8.03,10.9,10.9,2.78,13.68,78.4,991.8,56.1
03/Sep/2021 13:30:00,266.18,400.93,11.27,7.81,31.39,5.01,6.72,7.87,9.83,9.83,2.71,12.54,78.4,991.7,56
03/Sep/2021 13:45:00,261.96,400.93,10.25,8.02,32.79,4.96,6.65,7.95,10.55,10.55,2.7,13.25,78.4,991.6,55.3
03/Sep/2021 14:00:00,275.22,400,6.48,7.9,33.26,5.12,6.91,8.13,10.3,10.3,2.78,13.08,78.3,991.5,55.5
03/Sep/2021 14:15:00,277.57,400.46,9.2,8.21,32.97,5.19,7.06,8.51,12.68,12.71,2.82,15.53,78.1,991.3,55.6
03/Sep/2021 14:30:00,277.08,398.61,8.03,8.11,31.85,4.9,6.73,8.01,10.21,10.21,2.7,12.91,78.1,991.1,55.8
03/Sep/2021 14:45:00,279.34,400.46,8.98,7.55,33.38,4.93,6.83,8.18,10.41,10.41,2.7,13.11,78.1,991,55.5
03/Sep/2021 15:00:00,276.46,399.07,10.07,8.23,33.37,4.93,6.66,7.97,9.61,9.61,2.69,12.3,78.4,990,55.4
03/Sep/2021 15:15:00,276.79,400,6.49,8.62,35.29,5.02,6.79,7.88,9.87,9.87,2.72,12.59,78.4,989.5,55.1
03/Sep/2021 15:30:00,279.18,398.15,4.67,8.66,34.13,5.19,6.98,8.31,10.56,10.56,2.8,13.36,78.4,989.5,55.4
03/Sep/2021 15:45:00,278.33,398.61,6.9,8.15,35.35,5.09,6.93,8.22,10.73,10.73,2.76,13.49,78.4,989.6,54.8
03/Sep/2021 16:00:00,277.41,399.07,4.36,8.53,35.04,4.98,6.75,7.88,9.52,9.52,2.7,12.22,78.1,989.7,54.9
03/Sep/2021 16:15:00,282.85,398.15,4.25,8.01,35.2,5.06,6.76,7.92,9.58,9.58,2.74,12.32,77.5,990.4,55.4
03/Sep/2021 16:30:00,283.64,398.15,3.68,8.61,33.24,5.02,6.71,7.82,9.52,9.52,2.71,12.23,77.4,990.2,55.7
03/Sep/2021 16:45:00,286.04,399.07,3.83,8.39,33.83,4.93,6.51,7.5,8.94,8.94,2.69,11.63,77.2,989.9,56.1
03/Sep/2021 17:00:00,292.85,399.54,3.05,8.69,34.24,5.07,6.81,7.82,9.77,9.77,2.73,12.5,76.8,989.3,56.4
03/Sep/2021 17:15:00,301.14,400,0.87,8.48,34.5,5.15,6.82,7.83,10.08,10.08,2.78,12.86,76.1,988.6,57
03/Sep/2021 17:30:00,303.85,400.46,0.04,8.4,35.52,5.24,6.9,7.89,9.23,9.23,2.82,12.05,75.6,988.3,57.6
03/Sep/2021 17:45:00,309.45,400.93,1.31,8.38,34.2,5.25,6.9,7.96,10.61,10.61,2.83,13.44,75.2,988.4,58.4
03/Sep/2021 18:00:00,307.51,401.39,0.28,8.3,34.79,5.37,7.33,8.58,10.31,10.31,2.93,13.24,74.8,988.7,58.7
03/Sep/2021 18:15:00,308.09,400.46,-0.27,7.96,33.92,5.52,7.25,8.48,10.92,10.92,2.97,13.89,74.3,988.8,59.2
03/Sep/2021 18:30:00,310.12,400.93,1.01,8.28,33.24,5.55,7.29,8.47,10.34,10.34,2.98,13.32,73.9,988.8,59.8
03/Sep/2021 18:45:00,312.09,402.78,2.83,8.14,32.71,5.63,7.22,8.31,10.8,10.8,2.99,13.79,73.6,988.6,60.5
03/Sep/2021 19:00:00,314.47,403.7,0.76,8.12,31.41,5.51,7.29,8.43,10.55,10.55,2.96,13.51,73.2,988.3,61.1
03/Sep/2021 19:15:00,316.4,405.09,-0.07,7.68,31.88,5.51,7.33,8.52,10.3,10.3,2.95,13.25,72.9,988.3,62
03/Sep/2021 19:30:00,319.28,405.09,1.81,7.77,30.53,5.46,7.12,8.4,9.38,9.38,2.93,12.31,72.3,988.7,62.8
03/Sep/2021 19:45:00,317.46,406.48,-0.4,7.84,29.45,5.61,7.14,8.35,10,10,2.98,12.98,72,988.6,63.8
03/Sep/2021 20:00:00,319.4,406.94,0.4,7.65,28.68,5.54,7.28,8.49,10.55,10.55,2.97,13.52,71.6,988.3,64.6
03/Sep/2021 20:15:00,318.24,409.25,3,7.31,28.08,5.51,7.15,8.31,9.86,9.86,2.96,12.82,71.1,988.5,65.2
03/Sep/2021 20:30:00,313.04,408.33,3.31,7.27,27.17,5.47,7.3,8.46,10.53,10.53,2.95,13.48,70.9,988.4,65.6
03/Sep/2021 20:45:00,316.01,407.86,2.1,7.2,26.8,5.51,7.2,8.33,10.13,10.13,2.96,13.09,70.5,988.6,66.1
03/Sep/2021 21:00:00,317.09,409.25,1.48,7.05,25.76,5.48,7.13,8.16,9.73,9.73,2.94,12.67,70.3,988.5,66.3
03/Sep/2021 21:15:00,315.33,407.4,2.29,6.87,26.65,5.35,6.94,8.11,9.41,9.41,2.86,12.27,70,988.9,66.5
03/Sep/2021 21:30:00,306.06,408.33,3.51,6.99,24.4,5.24,7.02,8.29,10.16,10.16,2.84,13,70,989.4,66.6
03/Sep/2021 21:45:00,303.41,408.79,4.41,6.99,24.16,5.22,6.86,7.92,10.14,10.14,2.82,12.96,70,989.7,66.6
03/Sep/2021 22:00:00,304.2,408.33,2.8,7.52,24.43,5.56,7.44,8.74,10.51,10.51,2.99,13.5,70,989.6,67.4
03/Sep/2021 22:15:00,312.84,409.71,3.01,7.38,25.49,5.7,7.37,8.84,9.94,9.94,3.03,12.97,69.4,989.2,68.4
03/Sep/2021 22:30:00,321.28,413.41,2.09,6.71,24.18,5.83,7.46,8.39,9.93,9.93,3.1,13.03,68.5,989.7,69.8
03/Sep/2021 22:45:00,323.87,413.88,3.21,6.16,24.08,5.79,7.4,8.45,10.22,10.22,3.11,13.33,68,989.7,70.9
03/Sep/2021 23:00:00,318.82,412.95,3.12,5.83,22.86,5.57,7.1,8.36,10.49,10.49,3,13.49,67.8,989.1,71.3
03/Sep/2021 23:15:00,316.51,416.19,3.97,6.17,22.42,5.5,7.38,8.7,10.25,10.25,2.98,13.23,67.5,988.8,72
03/Sep/2021 23:30:00,315.44,417.11,6.34,5.69,22.09,5.67,7.21,8.36,9.34,9.34,3.03,12.37,67.3,988.9,72.3
03/Sep/2021 23:45:00,310.93,415.26,7.01,6.16,21.41,5.75,7.52,8.9,10.37,10.37,3.1,13.47,67.3,988.8,72.4
04/Sep/2021 00:00:00,308.65,414.34,5.97,5.93,21.25,5.83,7.42,8.47,10.54,10.54,3.09,13.63,67.3,988.9,72.3
04/Sep/2021 00:15:00,308.66,415.73,4.21,6.24,20.72,5.76,7.42,8.69,10.73,10.73,3.1,13.83,67.3,988.7,72.6
04/Sep/2021 00:30:00,309.93,417.11,5.44,6.38,20.1,5.56,7.18,8.47,9.43,9.43,2.97,12.4,67.3,988.7,72.8
04/Sep/2021 00:45:00,302.89,417.11,5.27,5.43,21.97,5.34,6.95,7.86,10.56,10.56,2.87,13.43,67.3,988.6,72.5
04/Sep/2021 01:00:00,295.18,412.95,6.99,5.69,24,5.33,7.09,8.4,10.52,10.52,2.89,13.41,67.5,988.9,71.6
04/Sep/2021 01:15:00,294.05,411.56,7.82,5.77,25.83,5.17,6.94,8.13,10.05,10.05,2.83,12.88,67.6,988.7,71.2
04/Sep/2021 01:30:00,292.79,411.1,8.49,6.01,25.67,5.19,6.81,7.9,10.5,10.5,2.81,13.31,67.6,988.2,71
04/Sep/2021 01:45:00,292.02,410.18,6.66,5.52,25.65,5.18,6.56,7.35,9.73,9.73,2.78,12.51,67.6,987.9,71
04/Sep/2021 02:00:00,289.07,409.71,8.41,5.34,23.46,5.45,7.02,8.08,9.36,9.36,2.9,12.26,67.6,987.9,70.9
04/Sep/2021 02:15:00,292.62,411.1,7.1,5.33,25.09,5.14,6.81,7.83,9.77,9.77,2.77,12.54,67.6,987.8,70.9
04/Sep/2021 02:30:00,290.95,412.03,7.48,4.98,25.88,5.11,6.85,7.99,9.3,9.3,2.79,12.09,67.6,987.7,70.9
04/Sep/2021 02:45:00,289.06,412.03,7.01,4.95,26.13,5.08,6.72,7.63,9.63,9.63,2.74,12.37,67.5,987.8,70.8
04/Sep/2021 03:00:00,286.01,412.95,9.09,5.01,25.36,4.99,6.73,7.94,9.86,9.86,2.72,12.58,67.3,988.1,70.8
04/Sep/2021 03:15:00,286.48,412.95,7.54,5.35,25.2,4.95,6.66,7.81,9.17,9.17,2.72,11.89,67.3,988,71
04/Sep/2021 03:30:00,285.95,413.41,7.86,5.12,25.69,4.99,6.7,7.87,9.81,9.81,2.71,12.52,67.1,987.9,71
04/Sep/2021 03:45:00,281.68,415.26,8.53,4.75,25.08,4.96,6.51,7.45,9.03,9.03,2.67,11.7,66.9,988,71
04/Sep/2021 04:00:00,280.5,412.49,7.11,5.05,25.93,4.98,6.52,7.65,9.95,9.95,2.7,12.65,66.9,988.1,71
04/Sep/2021 04:15:00,284.32,413.41,7.84,5.72,25.8,5.02,6.57,7.65,9.05,9.05,2.72,11.77,66.7,987.7,71.5
04/Sep/2021 04:30:00,287.76,414.8,6.9,5.18,24.76,5.16,6.66,7.68,9.73,9.73,2.76,12.49,66.4,987.5,72.3
04/Sep/2021 04:45:00,296.38,415.26,4.79,5.26,24.99,5.26,6.77,7.8,8.91,8.91,2.82,11.73,66,987.1,73.3
04/Sep/2021 05:00:00,303.41,415.73,5.26,5,23.32,5.53,6.99,8.11,9.16,9.16,2.95,12.11,65.8,987.1,74.3
04/Sep/2021 05:15:00,307.67,415.26,6.5,5.11,22.85,5.73,7.27,8.24,9.47,9.47,3.05,12.52,65.8,987.1,75
04/Sep/2021 05:30:00,309.39,414.8,4.99,5.02,22.19,5.79,7.44,8.51,9.82,9.82,3.09,12.91,65.8,987.1,75.4
04/Sep/2021 05:45:00,306.38,416.65,7.08,5.39,20.8,6.11,7.73,8.71,10.23,10.23,3.25,13.48,66,987,75.5
04/Sep/2021 06:00:00,310.82,416.19,6.8,5.96,21.69,6.29,7.79,8.86,10.57,10.57,3.32,13.89,66,987,75.9
04/Sep/2021 06:15:00,311.39,418.04,5.72,6.09,21.67,6.34,8.13,9.65,11.11,11.11,3.42,14.53,65.8,987.2,76.4
04/Sep/2021 06:30:00,313.81,421.28,5.92,5.98,20.65,6.79,8.6,10.07,11.42,11.42,3.63,15.05,65.5,987.3,77.5
04/Sep/2021 06:45:00,324.21,424.98,8.02,5.55,21.64,7.02,8.88,10.31,11.9,11.9,3.74,15.64,64.9,987.5,78.8
04/Sep/2021 07:00:00,327.81,425.9,5.8,5.43,20.11,7.58,9.58,11.04,11.56,11.56,4.02,15.58,64.8,987.5,79.7
04/Sep/2021 07:15:00,327.18,427.75,5.54,5.36,19.3,7.58,9.69,11.34,12.83,12.83,4.04,16.87,64.6,987.3,80.5
04/Sep/2021 07:30:00,328.51,428.22,6.21,5.58,19.21,7.9,9.74,10.86,12.01,12.01,4.16,16.17,64.6,987.2,81.2
04/Sep/2021 07:45:00,329.89,426.37,5.93,5.75,19.15,7.94,9.83,11.46,11.91,11.91,4.21,16.12,64.6,987,81.6
04/Sep/2021 08:00:00,328.22,426.37,8.23,5.57,19.61,8.28,10.03,11.1,12.18,12.18,4.34,16.52,64.8,986.9,82
04/Sep/2021 08:15:00,327.36,424.98,8.38,5.4,20.54,7.97,9.82,11.17,12.51,12.51,4.18,16.69,64.9,986.5,82.1
